psraid;qk9a;qk9b;qk9c;qk9d;qk9e;qk9f;qk9g;qk22a;qk22b;qk22c;qk22d;qk23a;qk23b;qk23c;qk23d;qk23e;qk25a;qk25b;qk25c;qk25d;qk26a;qk26b;qk26c;qk26d;qk26e;qk26f;qk21;qk24
104802;3;3;1;1;5;5; ;2;1;4;6;4;1;2;4;5;1;1;4;6;1;1;1;4;3;5;5;100
104810;1;5;1;1;5;5;3;2;2;3;1;4;1;1;4;4;1;2;3;1;1;2;2;4;3;4;5;200
104823;1;3;1;1;1;4; ;1;1;1;1;8;2;4;2;1;1;1;1;1;2;2;2;2;3;4;2;200
104839;3;2;1;1;5;4; ;1;1;5;5;1;2;4;4;5;1;1;5;3;1;4;4;4;4;5;7;50
104843;1;2;2;3;3;5; ;3;2;2;5;3;3;4;4;4;1;2;2;5;4;3;4;4;5;5;15;20
104853;1;1;2;2;1;1;1;1;2;3;6;3;3;3;5;3;3;5;5;6;3;5;3;5;3;3;2;2
104868;1;1;2;1;1;4;2;1;1;4;1;3;2;3;4;4;1;3;3;1;3;4;4;3;3;4;2;80
104879;3;2;2;3;3;5;5;4;4;3;5;4;5;4;4;4;3;4;4;5;3;4;4;4;4;4;5;4
104893;3;2;1;1;1;3;2;2;1;1;4;3;1;3;3;3;1;2;1;4;1;1;2;3;3;5;5;50
104895;3;5;1;3;1;4;5;1;2;4;1;3;2;3;1;4;1;2;3;1;3;3;5;5;5;1;20;100
104897;3;5;1;1;5;1; ;1;2;3;1;2;2;3;3;2;1;5;2;1;1;2;3;3;1;1;5;0
104900;3;2;5;2;5;5; ;3;3;3;3;4;4;4;3;4; ; ; ; ; ; ; ; ; ; ;8; 
104933;3;1;1;1;2;4; ;2;2;5;5;2;3;3;1;1;1;5;5;5;1;2;3;2;3;3;3;50
104964;2;4;1;1;2;4;2;2;2;3;1;4;4;3;3;4;1;4;4;3;3;4;4;3;4;1;10;30
104986;1;1;1;1; ; ; ;1;1;1;3;1;4;5;5;5;1;5;1;1;4;4;4;4;1;4;5;50
105037;4;3;1;3;2;3;3;1;1;2;1;3;5;5;5;1;1;3;5;3;1;5;5;5;1;5;3;50
105064;2;1;5; ;3;2;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
105070;1;2;2;1;3;2; ;1;5;5;1;3;3;1;1;1;4;3;1;1;4;4;4;5;4;4;7;5
105090;4;4;5; ;4;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
105098;4;1;1;4;5;5;5;3;2;3;1;2;5;3;3;3;1;5;3;1;5;5;1;3;3;2;15;50
105113;3;3;1;1;1;1;1;3;1;1;3;3;1;1;1;3;1;1;1;1;1;1;3;3;3;1;4;100
105128;1;1;5; ;3;4;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
105138;4;3;5;3;4;2;1;5;2;2;2;5;2;2;4;4; ; ; ; ; ; ; ; ; ; ;1; 
105154;3;5;1;1;3;4; ;1;1;5;1;2;3;3;5;2;1;5;5;1;2;5;1;5;2;1;75;300
105168;1;5;1;1;1;3;1;1;1;1;1;3;1;1;5;4;1;1;1;1;2;1;1;4;3;3;35;150
105238;1;4;1;1;1;5;2;2;1;1;1;3;1;1;4;3;1;4;4;1;3;1;3;3;4;4;12;50
105241;2;2;1;1;5;3; ;1;2;1;1;2;2;2;3;3;1;2;2;1;2;2;2;3;2;3;3;150
105264;1;1;1;1;2;5;1;1;1;1;1;1;1;2;2;1;1;1;1;1;1;2;2;4;1;1;3;200
105283;1;2;1;1;1;4;1;3;1;2;1;3;1;1;3;3;1;1;1;1;1;1;1;3;2;1;10;150
105295;3;4;5; ;5;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
105306;1;5;1;1;1;3; ;1;3;4;1;3;2;1;4;4;1;5;4;1;1;1;4;3;4;4;10;150
105311;3;1;5;5;5;5; ;5;5;5;5;3;5;5;5;4;1;3;3;5;1;5;5;5;3;1;0;0
105320;3;2;1;1;4;1;2;2;2;2;2;2;1;2;1;2;1;2;1;2;1;2;2;1;2;1;10;30
105342;2;3;2;4;2;5; ;4;2;3;6;3;2;4;5;5;3;5;4;6;3;4;5;5;4;5;1;5
105386;2;2;4;1;3;2;4;3;3;3;6;3;3;3;1;4;4;4;4;6;4;4;4;2;4;4;6;1
105390;2;2;5; ;5;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
105426;3;3;3;4;3;4;4;4;2;2;5;4;3;4;3;5;4;5;5;5;4;5;5;5;4;5;2;1
105432;1;1;2;2;2;5;4;1;3;3;3;3;3;3;3;2;2;3;3;3;4;3;4;4;3;3;5;100
105434;2;2;1;2;5;4; ;3;2;1;5;1;1;3;5;3;1;5;5;5;1;1;3;5;3;5;6;30
105486;1;1;1;1;2;2;1;2;1;1;3;4;1;2;4;4;1;1;1;4;4;1;1;1;4;4;8;10
105493;2;4;1;1;1;2;2;2;3;4;3;3;3;4;4;4;2;5;4;3;3;3;4;3;4;3;7;25
105513;3;2;1;1;1;3;3;1;1;2;6;1;2;4;2;4;1;2;4;6;1;2;4;2;4;2;4;50
105567;1;1;1;1;1;3;2;1;2;2;4;2;2;4;4;4;1;1;2;1;1;2;2;4;4;4;10;200
105584;1;4;1;1;5;5; ;3;2;2;2;4;4;4;4;4;1;2;2;2;3;3;3;4;4;4;3;500
105604;1;3;1;1;1;2;1;1;1;4;1;3;1;2;5;3;1;1;3;1;1;1;1;5;1;1;10;100
105609;3;4;3;3;3;5; ;3;3;4;5;4;3;3;5;5;3;3;3;5;3;3;3;5;5;4;1;2
105639;3;1;1; ;3;3;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
105672;2;2;2;1;1;1;2;3;4;3;6;3;4;4;5;5;1;4;1;6;1;4;4;4;5;5;3;5
105674;3;3;5; ;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
105692;2;2;1;2;1;3;1;1;1;3;5;2;1;3;2;3;1;1;5;5;2;5;5;5;5;3;15;20
105724;3;1;1;1;3;3;5;2;2;5;2;2;4;4;4;4;1;2;1;1;2;2;4;4;4;4;1;20
105726;1;2;1;1;5;4;2;1;2;2;4;4;1;1;3;4;1;5;3;5;1;1;1;3;3;3;2;70
105811;4;4;4;4;5;4;4;4;4;5;6;4;4;4;4;4;3;3;5;6;3;4;4;4;4;4;1;2
105849;4;3;5; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
105855;1;2;5; ;4;4;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
105870;4;3;5;5;5;4; ;5;5;5;6;4;4;4;5;5; ; ; ; ; ; ; ; ; ; ;0; 
105884;1;5;1;1;1;5;2;1;2;3;2;4;2;2;4;4;1;1;2;1;2;1;2;4;3;3;4;100
105886;1;5;1;1;4;4;2;1;2;2;1;2;4;3;3;4;1;1;2;3;1;1;3;3;3;3;10;100
105891;1;1;1;1;2;2;2;1;2;2;2;3;3;3;5;4;1;2;2;1;1;2;3;4;3;2;10;50
105913;5;1;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
105919;1;2;5; ;3;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
105938;3;3;4;4;2;2; ;4;2;4;4;4;1;4;4;4;5;5;5;5;5;5;5;5;5;5;1;0
105943;5;1;1;1; ; ; ;4;5;5;1;5;4;5;5;4;1;5;3;1;5;5;5;5;4;4;3;100
105950;2;5;1;1;2;2;1;2;2;3;6;3;3;3;4;3;1;2;3;6;3;2;3;4;3;3;2;75
105967;1;1;3; ;3;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
105991;1;4;4;3;4;4; ;4;3;4;6;4;4;3;5;2;4;4;4;6;4;3;4;5;5;4;1;10
106006;1;5;1;1;5;5;4;1;3;4;6;4;1;3;3;4;1;4;4;6;2;2;2;3;5;5;4;35
106010;3;4;3;2;5;5;4;3;2;5;3;3;2;3;5;5;3;5;5;3;5;5;5;5;5;5;15;40
106013;1;5;1;1;5;5;1;1;1;2;1;4;3;3;3;4;1;3;3;1;4;3;3;4;4;4;15;100
106037;3;4;1;1;4;4; ;1;2;3;6;3;2;2;3;4;1;3;4;6;1;3;4;4;5;5;4;200
106052;3;1;1;1;1;1;1;1;2;2;6;4;3;3;2;3;1;5;2;6;1;3;3;3;5;3;5;10
106054;2;2;5; ;5;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
106070;3;1;1;1; ; ; ;1;4;3;2;1;5;5;5;8;1;4;4;2;1;5;5;8;1;5;998;998
106074;2;3;5; ;5;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
106153;3;5;1;1;5;5;3;1;5;4;1;2;5;5;5;2;1;5;4;1;3;5;5;3;3;3;2;100
106156;2;2;1;1;3;3;1;1;1;1;1;2;1;4;3;2;1;2;1;1;1;1;1;4;1;1;20;500
106239;1;1;3;3;1;5;1;2;1;4;1;3;1;4;4;4;3;5;5;1;1;1;1;4;5;4;6;20
106244;1;3;1;1;4;4;2;2;2;3;5;3;1;1;3;3;1;2;4;5;1;1;2;3;4;3;5;100
106261;2;5;1;2;4;4; ;3;2;3;1;4;3;3;5;4;4;2;3;1;4;4;4;5;5;4;4;70
106278;3;1;5;5;1;3;1;4;5;5;5;4;4;5;4;4; ; ; ; ; ; ; ; ; ; ;0; 
106292;1;1;1;2;5;3; ;1;2;2;5;5;2;2;4;3;1;1;2;5;3;4;3;4;3;3;10;30
106323;3;1;1;1;2;4;2;1;2;2;6;2;2;4;2;4;1;1;2;6;2;2;3;4;4;4;20;40
106326;2;2;5; ;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
106388;1;1;5; ;3;1;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
106390;1;1;1;1;3;3;2;2;5;2;2;3;1;5;2;3;1;5;2;1;1;1;4;4;5;5;1;15
106392;1;3;5; ;5;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
106406;1;3;5; ;2;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
106409;3;3;8;5;5;5; ;2;1;1;6;3;5;5;5;5; ; ; ; ; ; ; ; ; ; ;10; 
106416;2;1;1;1;5;2;3;4;2;1;2;1;5;2;1;2;1;1;1;1;1;1;1;1;4;5;5;100
106437;2;1;1;2;5;4;4;3;3;5;3;3;4;4;4;4;1;5;5;1;1;1;4;4;1;1;2;100
106441;1;2;1;1;5;5;1;3;1;4;2;4;3;3;5;5;1;3;4;1;2;1;1;2;1;5;5;150
106454;2;5;5; ;5;3;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
106474;5;5;5;5; ; ; ;5;5;5;5;5;5;5;5;5; ; ; ; ; ; ; ; ; ; ;0; 
106490;2;2;1;1;1;2;1;2;2;2;1;1;4;4;3;3;1;5;3;1;2;2;2;2;1;2;998;998
106526;1;5;5; ;5;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
106571;1;1;1;1;2;2;1;1;1;2;6;2;1;1;2;4;1;1;1;6;1;1;1;1;1;1;4;200
106583;4;1;1;1;1;2;1;1;5;5;1;2;5;2;5;2;2;5;5;2;1;2;2;5;2;2;10;100
106596;1;4;1;3;1;5;1;4;2;3;3;4;3;4;4;5;1;2;1;1;1;4;3;3;1;4;1;80
106597;2;2;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
106615;2;1;1;1;4;4;4;1;1;1;1;2;1;1;2;1;1;2;1;1;1;1;1;2;1;1;20;300
106642;1;1;1;1;1;1;3;1;1;2;2;1;2;1;2;1;1;1;1;1;2;1;1;2;2;1;10;50
106664;1;3;1;1;5;5;2;1;1;2;6;3;2;2;4;4;1;2;2;6;3;1;2;4;4;4;4;150
106727;2;4;2;1;3;4;4;1;1;1;1;3;1;1;1;2;1;1;1;1;1;1;1;1;1;1;100;10
106767;2;4;1;1;1;5; ;2;2;2;2;3;2;3;3;3;2;2;3;3;3;3;3;3;3;4;2;80
106821;2;2;1;2;5;2;1;3;3;3;4;5;3;4;4;4;1;4;4;3;3;3;4;3;4;3;2;20
106831;2;2;1;1;5;5;2;2;1;4;4;2;4;3;3;3;1;1;3;3;3;3;3;3;3;4;1;10
106833;1;4;1;1;3;3;2;2;1;3;2;4;2;2;3;4;1;2;3;1;2;2;2;4;3;4;5;50
106873;1;5;8; ;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
106893;1;1;1;1;1;5;3;1;3;3;5;1;1;1;4;3;1;3;3;5;1;1;1;4;4;1;3;50
106894;2;2;1;1;5;1;1;2;1;2;6;2;1;2;5;3;2;5;3;6;2;2;3;5;3;5;10;30
106898;1;3;2; ;5;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
106905;5;3;5; ;5;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
106907;2;3;1;3;2;4;3;2;5;5;2;4;3;4;3;4;1;5;5;1;2;3;3;3;4;4;4;10
106915;2;2;4;2;5;4;3;2;2;5;5;1;1;1;4;3; ; ; ; ; ; ; ; ; ; ;3; 
106933;5;2;2;2;2;5;4;4;4;4;1;1;1;4;4;1;1;5;1;1;1;1;4;1;4;2;998;40
106968;4;3;1;2;3;3; ;3;3;6;6;1;4;5;3;3;3;2;6;6;4;4;5;5;5;5;2;7
106987;1;4;1;1;3;5;2;2;4;4;3;4;4;4;4;3;1;2;4;1;2;3;3;5;2;5;5;100
106990;3;3;1;3;4;5;5;1;2;5;3;3;4;4;4;2;4;4;5;1;1;5;5;5;2;1;2;400
107000;1;3;3; ;8;3;8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
107008;3;1;5;1; ; ; ;1;3;5;1;1;3;8;1;1; ; ; ; ; ; ; ; ; ; ;20; 
107020;3;5;1;1;2;5;4;2;1;1;1;5;1;1;4;3;1;3;1;1;1;1;1;4;3;1;2;5
107031;2;1;1;1;2;4; ;1;1;1;3;2;1;1;2;2;1;2;1;5;2;1;2;2;2;2;3;500
107039;2;1;1;1; ; ; ;1;2;2;1;3;5;5;5;5;1;5;5;1;5;5;5;5;5;5;100;500
107055;1;1;1;1;1;1;1;2;1;4;1;2;1;1;5;1;1;1;1;1;1;2;1;5;1;1;3;100
107079;4;3;2;4;2;2; ;4;3;3;5;4;4;4;3;4;2;3;3;5;4;3;4;4;4;3;1;7
107080;2;3;5; ;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
107081;2;1;1;2;3;2; ;2;2;4;3;4;4;4;3;4;1;3;4;3;3;3;4;3;5;5;1;10
107100;1;3;5; ;5;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
107151;3;4;1;3;3;4;1;2;2;2;4;4;2;4;4;2;1;2;1;1;1;1;4;1;1;2;1;150
107177;1;2;1;3;3;3;3;3;2;4;5;4;4;4;4;4;2;2;4;5;2;4;4;4;4;4;3;10
107214;3;1;3;1;5;1;1;1;3;3;1;1;1;1;5;1;1;1;1;1;1;1;1;5;1;1;20;200
107248;3;2;2;2;3;5;5;3;1;4;5;4;4;5;5;5;3;4;2;5;3;5;5;5;5;5;10;15
107280;1;2;1;1;5;2;2;1;1;6;2;3;1;1;5;4;1;4;6;1;1;1;1;5;3;3;20;500
107290;1;3;1;2;2;1;1;1;1;4;1;1;1;1;5;3;1;1;4;1;1;1;1;4;2;5;60;500
107326;3;1;1;1;2;3;1;1;3;5;1;2;1;2;1;1;1;4;3;1;1;2;1;4;1;1;998;500
107365;2;1;2;2;1;5;1;1;1;1;1;1;1;2;2;1;1;2;2;2;1;2;2;2;5;2;15;25
107367;1;4;4;4;3;4;3;4;3;4;5;5;3;3;5;5;4;4;4;5;4;4;4;5;4;5;3;1
107369;2;2;5;1;1;3;1;1;2;2;2;1;2;2;4;4;5;4;5;1;4;4;5;5;5;5;10;0
107384;2;3;1;1;3;2;2;1;3;4;5;4;3;3;4;4;2;3;4;5;1;3;3;4;3;4;3;50
107386;2;3;1;1;1;2;2;2;1;3;5;3;2;2;2;3;1;1;5;5;1;1;2;2;3;4;8;20
107416;1;2;1;1;3;3;2;1;1;2;5;1;3;3;3;1;1;1;2;5;1;3;4;3;3;3;11;85
107430;3;3;5; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
107499;1;1;1;1;1;3;5;2;1;1;4;4;3;1;1;2;1;1;4;2;4;4;2;2;3;3;10;20
107523;2;2;1;2;3;3;2;3;2;3;3;3;2;3;4;4;1;4;1;1;1;2;2;4;4;4;4;100
107541;2;3;5; ;2;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
107544;1;1;1;1;1;1;1;1;1;2;1;1;1;2;2;2;1;5;2;1;1;2;2;2;1;1;15;150
107597;2;1;1;1;1;1;1;1;3;4;1;1;1;1;1;2;1;5;5;1;1;2;2;1;2;2;10;20
107612;3;5;1;3;5;5;3;4;2;2;5;5;3;5;5;4;2;2;2;5;2;2;3;4;3;3;2;40
107625;1;2;1;2;2;2;1;1;1;4;5;2;2;2;2;1;1;1;4;5;2;1;1;2;1;2;8;100
107667;4;3;1;1;1;1;1;1;2;1;5;1;3;4;2;4; ; ; ; ; ; ; ; ; ; ;15; 
107683;2;4;1;2;2;4;2;3;2;5;3;4;2;3;4;3;1;5;5;1;1;3;3;4;1;4;2;100
107685;1;3;1;2;3;3;5;3;4;4;1;2;2;2;5;3;1;2;4;1;1;2;2;4;4;5;5;500
107702;4;5;1;2;1;1; ;3;3;5;6;3;5;4;5;5;3;4;5;6;2;5;4;5;5;4;0;5
107817;3;5;1;3;5;5; ;2;3;5;5;5;1;5;5;5;1;5;1;5;1;4;5;5;5;5;0;20
107847;3;3;3;1;1;5; ;4;2;2;5;3;4;5;4;5;1;4;1;1;1;5;5;4;5;2;20;100
107869;2;2;1;1;4;1;1;2;1;1;5;3;1;1;1;4;1;1;1;5;1;1;3;5;5;1;4;200
107907;4;3;3;2;4;5;2;4;2;5;6;4;2;3;3;3;2;3;5;6;3;2;3;4;4;5;1;1
107911;3;4;4; ;4;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
107939;3;3;4;3;3;2;3;3;1;3;5;1;1;3;3;4;2;4;3;5;4;1;4;4;4;4;2;5
107946;1;1;1;1;3;3;1;1;3;4;1;3;4;3;3;4;1;5;4;1;1;4;1;4;3;2;5;500
107957;2;5;1;2;2;3;2;3;3;3;6;3;4;4;4;4;1;3;3;6;3;4;4;4;4;4;6;100
107972;4;4;5;5;5;5; ;5;4;4;5;5;5;4;4;5;5;4;5;5;5;4;4;5;5;5;0;0
107986;3;1;2;2;4;4; ;2;1;2;6;3;2;2;2;3;2;2;2;6;2;2;2;3;3;3;2;10
107989;1;1;1;1;1;5;1;1;5;5;1;1;1;4;4;3;1;5;5;1;1;1;1;4;2;1;998;30
107992;1;2;2;3;4;4; ;3;1;5;1;2;1;4;4;3;1;4;5;4;1;1;1;1;1;4;10;5
108015;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;5;1;1;1;1;1;1;1;1;20;300
108066;1;2;2;3;5;3; ;4;2;3;6;3;2;3;4;4;2;2;2;6;3;2;3;4;3;4;1;20
108070;2;3;1;4;5;5; ;4;1;5;5;4;1;1;4;5;4;5;2;5;4;3;2;5;5;5;1;5
108084;3;2;1;2;2;3; ;1;1;4;1;3;3;4;4;4;1;4;4;1;1;1;3;1;3;3;3;500
108145;1;1;1; ;1;5;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
108204;2;3;2;2;3;3;4;3;1;3;3;4;3;3;4;4;1;4;4;3;3;4;4;4;5;3;2;2
108228;4;1;3; ;3;4;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
108280;4;3;5; ;5;5;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
108288;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
108324;4;8;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
108332;1;1;1;1;1;1;1;2;1;2;6;1;2;4;4;4;1;1;1;6;1;2;2;4;2;4;2;100
108344;2;1;1;4;5;5;3;4;4;2;5;3;3;4;3;4;1;2;1;5;1;1;2;4;4;4;1;100
108349;2;1;5;1; ; ; ;1;1;1;2;3;1;2;1;1;4;4;4;4;5;4;4;4;5;4;15;0
108412;3;1;1;1;1;3;3;2;2;3;3;3;3;3;3;4; ; ; ; ; ; ; ; ; ; ;1; 
108422;1;5;1;1;3;5;4;2;2;1;5;2;2;1;5;5;1;2;2;5;4;4;3;5;5;5;16;120
108432;2;2;2;3;5;5; ;3;3;3;6;4;5;3;3;3; ; ; ; ; ; ; ; ; ; ;1; 
108530;1;2;5; ;5;5;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
108556;1;1;5; ;5;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
108583;3;1;1;1; ; ; ;1;2;5;1;2;1;1;4;4;1;2;5;1;1;2;1;2;1;1;50;998
108622;4;5;1;4;5;5;1;3;3;5;1;1;3;3;4;4;1;1;5;1;1;4;4;4;1;2;4;50
108645;1;2;5;2;2;2;1;2;2;2;1;1;2;2;2;3; ; ; ; ; ; ; ; ; ; ;3; 
108671;2;1;1;1;4;5;4;1;2;4;5;4;3;5;3;2;1;4;4;5;4;4;4;4;2;2;6;200
108710;1;4;5; ;5;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
108740;2;3;1;2;3;2;3;1;1;2;1;1;5;5;2;2;1;5;4;1;1;8;1;1;5;5;4;200
108752;4;4;3;3;3;2;2;2;3;4;6;3;3;3;4;5;4;3;5;6;4;4;4;5;5;4;2;0
108777;2;1;1;1;2;3;1;2;1;4;5;2;2;2;3;3;1;1;4;5;1;1;2;3;2;1;5;50
108813;4;4;5; ;5;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
108846;1;1;1;1;5;2;1;1;2;3;5;5;3;1;3;4;1;2;3;5;2;2;2;3;3;3;5;100
108848;2;1;1;1;1;5; ;1;1;3;1;1;1;5;8;8;1;5;3;1;1;1;5;5;5;5;25;150
108870;2;3;5; ;3;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
108919;2;2;1;5;5;5; ;3;3;4;1;4;3;4;3;4;4;3;4;3;1;4;4;3;3;4;10;200
108920;1;1;1;1;1;2;1;2;2;2;2;3;1;1;3;3;1;1;1;1;1;1;1;3;3;1;4;200
108978;4;2;5; ;5;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
109046;1;5;1;1;1;5;3;1;1;3;3;1;1;3;3;3;1;2;3;3;3;1;1;3;3;3;5;150
109076;1;1;1;1;3;4;4;1;1;1;5;3;3;3;2;3;1;1;1;5;1;1;2;2;3;4;5;60
109115;3;3;5;5;2;2;2;5;4;5;5;5;4;4;5;5; ; ; ; ; ; ; ; ; ; ;1; 
109125;1;5;1;1;1;4;4;3;1;1;5;4;1;3;3;4;1;1;1;5;1;1;1;1;3;5;1;10
109131;3;3;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
109157;2;1;1;1;1;1;2;1;1;1;1;2;1;1;1;3;1;2;2;1;1;1;1;1;3;3;10;200
109161;2;3;5; ;5;4;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
109176;3;5;1;1;1;5; ;2;2;1;1;5;3;3;2;5;1;3;1;1;3;3;3;4;4;4;4;60
109219;2;3;2; ;3;5;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
109240;1;4;1;1;1;1;2;1;2;2;1;3;4;2;4;4;1;3;3;1;5;4;4;4;5;4;30;4
109253;3;2;1;1;2;4;4;2;1;1;5;2;2;2;4;4;1;4;4;5;2;2;5;4;2;5;17;37
109289;1;2;5; ;3;2;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
109290;3;1;1;1;2;4; ;2;1;2;5;3;1;2;2;3;1;1;4;5;1;2;2;2;3;4;10;4
109292;4;5;4;4;5;4;3;4;3;4;5;5;3;3;5;5;4;3;4;5;4;3;3;5;5;5;2;1
109304;1;2;1;2;5;3; ;1;1;2;2;2;2;1;2;4;1;2;2;2;1;2;1;2;4;2;15;350
109310;3;2;5; ;4;1;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
109321;1;1;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
109379;1;1;5; ;5;4;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
109496;2;5;1;2;4;2;1;3;1;2;3;4;1;3;4;4;1;1;2;1;1;2;4;4;4;1;3;20
109497;1;3;1;1;5;5;1;4;2;3;1;5;2;3;4;4;1;2;3;1;2;2;2;3;4;3;4;400
109565;2;3;1;2;2;2;3;2;1;2;1;1;1;3;4;4;1;2;2;1;1;1;1;1;4;5;15;25
109567;2;2;1;1;1;5;1;2;4;4;1;2;4;3;3;5;1;3;3;1;1;4;4;4;4;4;1;100
109575;3;4;2;3;4;4;1;2;2;4;3;4;2;3;2;4;1;1;2;2;1;2;3;3;3;4;7;150
109617;2;5;1;3;2;1;1;1;2;4;1;5;2;3;2;4;1;5;4;1;2;2;3;3;3;3;1;400
109638;4;1;5; ;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
109686;3;4;5;4;4;4;3;4;4;4;5;4;4;4;4;4; ; ; ; ; ; ; ; ; ; ;1; 
109706;2;1;1;1;5;5;1;1;3;4;5;1;3;3;3;2;1;5;5;5;1;3;3;2;2;1;5;70
109729;3;3;5; ;1;4;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
109769;2;2;2;3;3;2;1;3;1;5;6;4;3;3;5;5;1;5;5;6;4;4;5;5;4;4;5;15
109775;1;2;5; ;5;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
109795;1;5;1;1;1;5;1;1;1;2;1;1;1;1;1;2;1;1;5;1;1;1;1;1;1;1;20;150
